SalesOrderID,SalesOrderNumber,PurchaseOrderNumber,OrderDate,DueDate,UnitPrice,OrderQty,LineTotal,OrderTotal,DeliveryPriorityRank
43665,SO43665,PO16588191572,31/05/2011,12/06/2011,20.1865,1,20.1865,14352.7713,1
43670,SO43670,PO14384116310,31/05/2011,12/06/2011,5.7,2,11.4,6122.082,1
43667,SO43667,PO15428132599,31/05/2011,12/06/2011,2024.994,1,2024.994,6107.082,1
43666,SO43666,PO16008173883,31/05/2011,12/06/2011,874.794,1,874.794,5056.4896,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,5.1865,4,20.746,32726.4786,1
43659,SO43659,PO522145787,31/05/2011,12/06/2011,2039.994,1,2039.994,20565.6206,1
43671,SO43671,PO13978119376,31/05/2011,12/06/2011,419.4589,2,838.9178,8128.7876,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,874.794,4,3499.176,28832.5289,1
43665,SO43665,PO16588191572,31/05/2011,12/06/2011,28.8404,2,57.6808,14352.7713,1
43670,SO43670,PO14384116310,31/05/2011,12/06/2011,2039.994,2,4079.988,6122.082,1
43669,SO43669,PO14123169936,31/05/2011,12/06/2011,714.7043,1,714.7043,714.7043,1
43666,SO43666,PO16008173883,31/05/2011,12/06/2011,419.4589,2,838.9178,5056.4896,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,28.8404,4,115.3616,32726.4786,1
43659,SO43659,PO522145787,31/05/2011,12/06/2011,2039.994,1,2039.994,20565.6206,1
43671,SO43671,PO13978119376,31/05/2011,12/06/2011,356.898,2,713.796,8128.7876,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,183.9382,3,551.8146,28832.5289,1
43665,SO43665,PO16588191572,31/05/2011,12/06/2011,2024.994,2,4049.988,14352.7713,1
43670,SO43670,PO14384116310,31/05/2011,12/06/2011,2024.994,1,2024.994,6122.082,1
43684,SO43684,PO3393188842,31/05/2011,12/06/2011,874.794,2,1749.588,5596.4705,1
43666,SO43666,PO16008173883,31/05/2011,12/06/2011,419.4589,1,419.4589,5056.4896,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,722.5949,2,1445.1898,32726.4786,1
43659,SO43659,PO522145787,31/05/2011,12/06/2011,2039.994,2,4079.988,20565.6206,1
43671,SO43671,PO13978119376,31/05/2011,12/06/2011,419.4589,2,838.9178,8128.7876,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,419.4589,5,2097.2945,28832.5289,1
43665,SO43665,PO16588191572,31/05/2011,12/06/2011,5.1865,2,10.373,14352.7713,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,28.8404,6,173.0424,13787.5434,1
43684,SO43684,PO3393188842,31/05/2011,12/06/2011,419.4589,2,838.9178,5596.4705,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,874.794,3,2624.382,35944.1562,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,2024.994,3,6074.982,32726.4786,1
43659,SO43659,PO522145787,31/05/2011,12/06/2011,2039.994,1,2039.994,20565.6206,1
43671,SO43671,PO13978119376,31/05/2011,12/06/2011,874.794,2,1749.588,8128.7876,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,419.4589,3,1258.3767,28832.5289,1
43665,SO43665,PO16588191572,31/05/2011,12/06/2011,2024.994,2,4049.988,14352.7713,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,419.4589,5,2097.2945,13787.5434,1
43684,SO43684,PO3393188842,31/05/2011,12/06/2011,419.4589,1,419.4589,5596.4705,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,2146.962,2,4293.924,35944.1562,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,2024.994,2,4049.988,32726.4786,1
43659,SO43659,PO522145787,31/05/2011,12/06/2011,28.8404,3,86.5212,20565.6206,1
43671,SO43671,PO13978119376,31/05/2011,12/06/2011,419.4589,2,838.9178,8128.7876,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,419.4589,2,838.9178,28832.5289,1
43665,SO43665,PO16588191572,31/05/2011,12/06/2011,2024.994,1,2024.994,14352.7713,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,356.898,1,356.898,13787.5434,1
43684,SO43684,PO3393188842,31/05/2011,12/06/2011,874.794,2,1749.588,5596.4705,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,419.4589,7,2936.2123,35944.1562,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,20.1865,2,40.373,32726.4786,1
43659,SO43659,PO522145787,31/05/2011,12/06/2011,28.8404,1,28.8404,20565.6206,1
43671,SO43671,PO13978119376,31/05/2011,12/06/2011,28.8404,1,28.8404,8128.7876,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,2146.962,1,2146.962,28832.5289,1
43665,SO43665,PO16588191572,31/05/2011,12/06/2011,5.7,6,34.2,14352.7713,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,20.1865,1,20.1865,13787.5434,1
43684,SO43684,PO3393188842,31/05/2011,12/06/2011,419.4589,1,419.4589,5596.4705,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,419.4589,6,2516.7534,35944.1562,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,818.7,2,1637.4,32726.4786,1
43659,SO43659,PO522145787,31/05/2011,12/06/2011,5.7,6,34.2,20565.6206,1
43671,SO43671,PO13978119376,31/05/2011,12/06/2011,20.1865,1,20.1865,8128.7876,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,874.794,1,874.794,28832.5289,1
43665,SO43665,PO16588191572,31/05/2011,12/06/2011,2024.994,1,2024.994,14352.7713,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,183.9382,1,183.9382,13787.5434,1
43684,SO43684,PO3393188842,31/05/2011,12/06/2011,419.4589,1,419.4589,5596.4705,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,28.8404,6,173.0424,35944.1562,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,2024.994,4,8099.976,32726.4786,1
43659,SO43659,PO522145787,31/05/2011,12/06/2011,5.1865,2,10.373,20565.6206,1
43671,SO43671,PO13978119376,31/05/2011,12/06/2011,20.1865,1,20.1865,8128.7876,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,419.4589,3,1258.3767,28832.5289,1
43672,SO43672,PO13862153537,31/05/2011,12/06/2011,5.7,6,34.2,6124.182,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,20.1865,2,40.373,13787.5434,1
43686,SO43686,PO5075125561,31/05/2011,12/06/2011,874.794,3,2624.382,3463.2998,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,183.9382,6,1103.6292,35944.1562,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,2039.994,2,4079.988,32726.4786,1
43659,SO43659,PO522145787,31/05/2011,12/06/2011,20.1865,4,80.746,20565.6206,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,874.794,1,874.794,3746.2015,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,356.898,1,356.898,28832.5289,1
43672,SO43672,PO13862153537,31/05/2011,12/06/2011,2024.994,2,4049.988,6124.182,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,419.4589,3,1258.3767,13787.5434,1
43686,SO43686,PO5075125561,31/05/2011,12/06/2011,419.4589,1,419.4589,3463.2998,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,20.1865,2,40.373,35944.1562,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,28.8404,2,57.6808,32726.4786,1
43660,SO43660,PO18850127500,31/05/2011,12/06/2011,419.4589,1,419.4589,1294.2529,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,28.8404,3,86.5212,3746.2015,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,874.794,6,5248.764,28832.5289,1
43672,SO43672,PO13862153537,31/05/2011,12/06/2011,2039.994,1,2039.994,6124.182,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,183.9382,2,367.8764,13787.5434,1
43686,SO43686,PO5075125561,31/05/2011,12/06/2011,419.4589,1,419.4589,3463.2998,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,20.1865,2,40.373,35944.1562,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,2024.994,2,4049.988,32726.4786,1
43660,SO43660,PO18850127500,31/05/2011,12/06/2011,874.794,1,874.794,1294.2529,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,183.9382,1,183.9382,3746.2015,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,183.9382,1,183.9382,28832.5289,1
43679,SO43679,PO10527142759,31/05/2011,12/06/2011,419.4589,1,419.4589,1316.0575,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,874.794,3,2624.382,13787.5434,1
43699,SO43699,NULL,31/05/2011,12/06/2011,3399.99,1,3399.99,3399.99,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,874.794,2,1749.588,35944.1562,1
43661,SO43661,PO18473189620,31/05/2011,12/06/2011,20.1865,5,100.9325,32726.4786,1
43674,SO43674,PO12760141756,31/05/2011,12/06/2011,874.794,3,2624.382,2624.382,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,419.4589,2,838.9178,3746.2015,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,178.5808,3,535.7424,28832.5289,1
43679,SO43679,PO10527142759,31/05/2011,12/06/2011,419.4589,2,838.9178,1316.0575,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,419.4589,1,419.4589,13787.5434,1
43701,SO43701,NULL,31/05/2011,12/06/2011,3399.99,1,3399.99,3399.99,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,5.1865,4,20.746,35944.1562,1
43675,SO43675,PO12412186464,31/05/2011,12/06/2011,419.4589,4,1677.8356,5716.3102,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,28.8404,3,86.5212,7793.1108,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,419.4589,1,419.4589,3746.2015,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,2146.962,1,2146.962,28832.5289,1
43679,SO43679,PO10527142759,31/05/2011,12/06/2011,28.8404,2,57.6808,1316.0575,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,419.4589,2,838.9178,13787.5434,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,178.5808,2,357.1616,3746.2015,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,183.9382,2,367.8764,35944.1562,1
43675,SO43675,PO12412186464,31/05/2011,12/06/2011,20.1865,5,100.9325,5716.3102,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,2146.962,1,2146.962,7793.1108,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,419.4589,2,838.9178,3746.2015,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,419.4589,3,1258.3767,28832.5289,1
43690,SO43690,PO6235146326,31/05/2011,12/06/2011,28.8404,1,28.8404,1297.5901,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,178.5808,2,357.1616,13787.5434,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,5.1865,1,5.1865,3746.2015,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,874.794,3,2624.382,35944.1562,1
43675,SO43675,PO12412186464,31/05/2011,12/06/2011,178.5808,2,357.1616,5716.3102,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,874.794,1,874.794,7793.1108,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,20.1865,2,40.373,3746.2015,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,183.9382,1,183.9382,28832.5289,1
43690,SO43690,PO6235146326,31/05/2011,12/06/2011,419.4589,1,419.4589,1297.5901,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,2146.962,1,2146.962,13787.5434,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,20.1865,1,20.1865,3746.2015,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,419.4589,3,1258.3767,35944.1562,1
43675,SO43675,PO12412186464,31/05/2011,12/06/2011,20.1865,1,20.1865,5716.3102,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,419.4589,1,419.4589,7793.1108,1
43673,SO43673,PO13775141242,31/05/2011,12/06/2011,20.1865,4,80.746,3746.2015,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,356.898,1,356.898,28832.5289,1
43690,SO43690,PO6235146326,31/05/2011,12/06/2011,5.1865,2,10.373,1297.5901,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,28.8404,2,57.6808,13787.5434,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,419.4589,3,1258.3767,11397.4992,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,419.4589,2,838.9178,35944.1562,1
43675,SO43675,PO12412186464,31/05/2011,12/06/2011,419.4589,2,838.9178,5716.3102,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,20.1865,2,40.373,7793.1108,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,874.794,2,1749.588,11397.4992,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,178.5808,1,178.5808,28832.5289,1
43690,SO43690,PO6235146326,31/05/2011,12/06/2011,419.4589,2,838.9178,1297.5901,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,419.4589,2,838.9178,13787.5434,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,178.5808,2,357.1616,11397.4992,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,183.9382,3,551.8146,35944.1562,1
43675,SO43675,PO12412186464,31/05/2011,12/06/2011,874.794,2,1749.588,5716.3102,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,419.4589,4,1677.8356,7793.1108,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,20.1865,4,80.746,11397.4992,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,419.4589,3,1258.3767,28832.5289,1
43697,SO43697,NULL,31/05/2011,12/06/2011,3578.27,1,3578.27,3578.27,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,419.4589,2,838.9178,13787.5434,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,183.9382,1,183.9382,11397.4992,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,419.4589,2,838.9178,35944.1562,1
43675,SO43675,PO12412186464,31/05/2011,12/06/2011,5.1865,2,10.373,5716.3102,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,419.4589,2,838.9178,7793.1108,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,20.1865,1,20.1865,11397.4992,1
43662,SO43662,PO18444174044,31/05/2011,12/06/2011,874.794,1,874.794,28832.5289,1
43675,SO43675,PO12412186464,31/05/2011,12/06/2011,874.794,1,874.794,5716.3102,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,874.794,1,874.794,13787.5434,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,28.8404,2,57.6808,11397.4992,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,419.4589,2,838.9178,35944.1562,1
43675,SO43675,PO12412186464,31/05/2011,12/06/2011,28.8404,3,86.5212,5716.3102,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,419.4589,1,419.4589,7793.1108,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,183.9382,2,367.8764,11397.4992,1
43664,SO43664,PO16617121983,31/05/2011,12/06/2011,2039.994,1,2039.994,24432.6088,1
43676,SO43676,PO11861165059,31/05/2011,12/06/2011,2024.994,2,4049.988,14203.458,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,28.8404,2,57.6808,13787.5434,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,874.794,1,874.794,11397.4992,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,183.9382,2,367.8764,35944.1562,1
43676,SO43676,PO11861165059,31/05/2011,12/06/2011,2024.994,2,4049.988,14203.458,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,5.1865,5,25.9325,7793.1108,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,419.4589,1,419.4589,11397.4992,1
43664,SO43664,PO16617121983,31/05/2011,12/06/2011,2024.994,4,8099.976,24432.6088,1
43676,SO43676,PO11861165059,31/05/2011,12/06/2011,5.7,1,5.7,14203.458,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,20.1865,2,40.373,13787.5434,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,2146.962,2,4293.924,11397.4992,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,28.8404,1,28.8404,35944.1562,1
43676,SO43676,PO11861165059,31/05/2011,12/06/2011,2024.994,3,6074.982,14203.458,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,20.1865,1,20.1865,7793.1108,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,20.1865,2,40.373,11397.4992,1
43664,SO43664,PO16617121983,31/05/2011,12/06/2011,28.8404,1,28.8404,24432.6088,1
43676,SO43676,PO11861165059,31/05/2011,12/06/2011,5.7,4,22.8,14203.458,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,183.9382,1,183.9382,13787.5434,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,419.4589,3,1258.3767,11397.4992,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,419.4589,2,838.9178,35944.1562,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,28.8404,3,86.5212,20541.4072,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,874.794,1,874.794,7793.1108,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,5.1865,3,15.5595,11397.4992,1
43664,SO43664,PO16617121983,31/05/2011,12/06/2011,28.8404,1,28.8404,24432.6088,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,2039.994,1,2039.994,20541.4072,1
43681,SO43681,PO1189177803,31/05/2011,12/06/2011,5.1865,2,10.373,13787.5434,1
43680,SO43680,PO10730130087,31/05/2011,12/06/2011,419.4589,1,419.4589,11397.4992,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,356.898,4,1427.592,35944.1562,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,5.7,6,34.2,20541.4072,1
43677,SO43677,PO11049174786,31/05/2011,12/06/2011,183.9382,2,367.8764,7793.1108,1
43682,SO43682,PO1566124200,31/05/2011,12/06/2011,874.794,2,1749.588,3875.7229,1
43664,SO43664,PO16617121983,31/05/2011,12/06/2011,2024.994,2,4049.988,24432.6088,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,20.1865,2,40.373,20541.4072,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,183.9382,1,183.9382,12718.0844,1
43682,SO43682,PO1566124200,31/05/2011,12/06/2011,419.4589,1,419.4589,3875.7229,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,874.794,6,5248.764,35944.1562,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,2039.994,3,6119.982,20541.4072,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,419.4589,1,419.4589,9799.9243,1
43682,SO43682,PO1566124200,31/05/2011,12/06/2011,419.4589,2,838.9178,3875.7229,1
43664,SO43664,PO16617121983,31/05/2011,12/06/2011,2039.994,3,6119.982,24432.6088,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,20.1865,2,40.373,20541.4072,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,419.4589,2,838.9178,12718.0844,1
43682,SO43682,PO1566124200,31/05/2011,12/06/2011,419.4589,2,838.9178,3875.7229,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,419.4589,4,1677.8356,35944.1562,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,2039.994,1,2039.994,20541.4072,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,178.5808,2,357.1616,9799.9243,1
43682,SO43682,PO1566124200,31/05/2011,12/06/2011,28.8404,1,28.8404,3875.7229,1
43664,SO43664,PO16617121983,31/05/2011,12/06/2011,2039.994,1,2039.994,24432.6088,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,2024.994,3,6074.982,20541.4072,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,419.4589,3,1258.3767,12718.0844,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,2039.994,1,2039.994,20541.4072,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,178.5808,3,535.7424,35944.1562,1
43693,SO43693,PO8120182325,31/05/2011,12/06/2011,2024.994,1,2024.994,20541.4072,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,419.4589,1,419.4589,9799.9243,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,2024.994,3,6074.982,20645.634,1
43664,SO43664,PO16617121983,31/05/2011,12/06/2011,2024.994,1,2024.994,24432.6088,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,2039.994,3,6119.982,20645.634,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,178.5808,1,178.5808,12718.0844,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,28.8404,2,57.6808,20645.634,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,28.8404,4,115.3616,35944.1562,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,2039.994,1,2039.994,20645.634,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,356.898,2,713.796,9799.9243,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,28.8404,3,86.5212,20645.634,1
43687,SO43687,PO4959110829,31/05/2011,12/06/2011,419.4589,1,419.4589,1258.3767,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,20.1865,1,20.1865,20645.634,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,419.4589,1,419.4589,12718.0844,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,20.1865,1,20.1865,20645.634,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,178.5808,3,535.7424,35944.1562,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,2039.994,1,2039.994,20645.634,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,419.4589,3,1258.3767,9799.9243,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,2039.994,2,4079.988,20645.634,1
43687,SO43687,PO4959110829,31/05/2011,12/06/2011,419.4589,2,838.9178,1258.3767,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,5.1865,1,5.1865,20645.634,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,183.9382,2,367.8764,12718.0844,1
43694,SO43694,PO9657130250,31/05/2011,12/06/2011,20.1865,5,100.9325,20645.634,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,20.1865,1,20.1865,35944.1562,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,419.4589,2,838.9178,9799.9243,1
43689,SO43689,PO5626159507,31/05/2011,12/06/2011,419.4589,3,1258.3767,33997.3702,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,874.794,2,1749.588,12718.0844,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,356.898,3,1070.694,35944.1562,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,5.1865,3,15.5595,9799.9243,1
43689,SO43689,PO5626159507,31/05/2011,12/06/2011,178.5808,2,357.1616,33997.3702,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,874.794,2,1749.588,12718.0844,1
43668,SO43668,PO14732180295,31/05/2011,12/06/2011,419.4589,3,1258.3767,35944.1562,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,20.1865,4,80.746,9799.9243,1
43689,SO43689,PO5626159507,31/05/2011,12/06/2011,183.9382,2,367.8764,33997.3702,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,419.4589,3,1258.3767,12718.0844,1
43683,SO43683,PO2552113807,31/05/2011,12/06/2011,2024.994,2,4049.988,42813.4333,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,183.9382,2,367.8764,9799.9243,1
43689,SO43689,PO5626159507,31/05/2011,12/06/2011,2146.962,1,2146.962,33997.3702,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,419.4589,1,419.4589,12718.0844,1
43683,SO43683,PO2552113807,31/05/2011,12/06/2011,28.8404,2,57.6808,42813.4333,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,874.794,1,874.794,9799.9243,1
43689,SO43689,PO5626159507,31/05/2011,12/06/2011,874.794,2,1749.588,33997.3702,1
43688,SO43688,PO5365136389,31/05/2011,12/06/2011,2146.962,2,4293.924,12718.0844,1
43683,SO43683,PO2552113807,31/05/2011,12/06/2011,2039.994,2,4079.988,42813.4333,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,183.9382,2,367.8764,9799.9243,1
43689,SO43689,PO5626159507,31/05/2011,12/06/2011,419.4589,4,1677.8356,33997.3702,1
43695,SO43695,PO10179176559,31/05/2011,12/06/2011,2039.994,2,4079.988,39373.781,1
43683,SO43683,PO2552113807,31/05/2011,12/06/2011,2039.994,1,2039.994,42813.4333,1
43678,SO43678,PO10817150168,31/05/2011,12/06/2011,28.8404,1,28.8404,9799.9243,1
43689,SO43689,PO5626159507,31/05/2011,12/06/2011,419.4589,2,838.9178,33997.3702,1
43695,SO43695,PO10179176559,31/05/2011,12/06/2011,722.5949,2,1445.1898,39373.781,1
